Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Item_name,No_of_Reviews,Energy_Efficiency,Part_No,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,1 tons,40 dB,,,,,,,,B01INH9D0O," 36,600.00",Samsung,"Samsung AR12HC5TDUR Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR12HC5TDUR,,Remote Control,Brand Fulfilled,,,White,,Split,,,http://www.amazon.in/Samsung-AR12HC5TDUR-Split-Rating-White/dp/B01INH9D0O/ref=sr_1_435_m/253-4723874-9064548?ie=UTF8&qid=1485082726&s=kitchen&sr=1-435
,1 tons,40 dB,,,,,,,,B01INH9D0O," 36,600.00",Samsung,"Samsung AR12HC5TDUR Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR12HC5TDUR,,Remote Control,Brand Fulfilled,,,White,,Split,,,http://www.amazon.in/Samsung-AR12HC5TDUR-Split-Rating-White/dp/B01INH9D0O/ref=sr_1_435/253-4723874-9064548?ie=UTF8&qid=1485082726&s=kitchen&sr=1-435
,1 tons,40 dB,,,,,,,,B01INH9D3G," 37,900.00",Samsung,"Samsung AR12HC5ECLZ Split AC (1 Ton, 5 Star Rating, Navy Blue): Amazon.in: Home & Kitchen",,5 Star Rating,AR12HC5ECLZ,,Remote Control,Brand Fulfilled,#675,"#6,40,189",Navy Blue,,Split,,,http://www.amazon.in/Samsung-AR12HC5ECLZ-Split-Star-Rating/dp/B01INH9D3G/ref=sr_1_434/253-4723874-9064548?ie=UTF8&qid=1485082726&s=kitchen&sr=1-434
,1 tons,37 dB,,,,,,,,B01INH9AKW," 28,500.00",Samsung,"Samsung AR12HC3ESLW Split AC (1 Ton, 3 Star Rating, Maroon and Wine, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR12HC3ESLW,,Remote Control,Brand Fulfilled,,,Maroon and Wine,,Split,,,http://www.amazon.in/Samsung-AR12HC3ESLW-Rating-Maroon-Aluminium/dp/B01INH9AKW/ref=sr_1_436/253-4723874-9064548?ie=UTF8&qid=1485082726&s=kitchen&sr=1-436
,1 tons,40 dB,,,,,,,,B01INH9FXY," 30,900.00",Samsung,"Samsung AR12HC5UCNB Split AC (1 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,AR12HC5UCNB,,Remote Control,Brand Fulfilled,,,White,,Split,,,http://www.amazon.in/Samsung-AR12HC5UCNB-Split-Rating-Aluminium/dp/B01INH9FXY/ref=sr_1_433_m/253-4723874-9064548?ie=UTF8&qid=1485082726&s=kitchen&sr=1-433
,1.5 tons,,,,,,,,,B01INHB9RE," 30,940.00",Samsung,"Samsung AR18KC2JAMC Split AC (1.5 Ton, 2 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",,2 Star Rating,AR18KC2JAMC,"47,100.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC2JAMC-Split-Rating-Cosmo/dp/B01INHB9RE/ref=sr_1_384/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-384
,1 tons,40 dB,,,,,,,,B01INH9D3G," 37,900.00",Samsung,"Samsung AR12HC5ECLZ Split AC (1 Ton, 5 Star Rating, Navy Blue): Amazon.in: Home & Kitchen",,5 Star Rating,AR12HC5ECLZ,,Remote Control,Brand Fulfilled,#675,"#6,40,189",Navy Blue,,Split,,,http://www.amazon.in/Samsung-AR12HC5ECLZ-Split-Star-Rating/dp/B01INH9D3G/ref=sr_1_434_m/253-4723874-9064548?ie=UTF8&qid=1485082726&s=kitchen&sr=1-434
,1.5 tons,43 dB,,,,,,,,B01INHB9W4," 31,941.00",Samsung,"Samsung AR18KC2HATR Split AC (1.5 Ton, 2 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen",,2 Star Rating,AR18KC2HATR,"36,900.00",Remote Control,Brand Fulfilled,,,Grey,,Split,,,http://www.amazon.in/Samsung-AR18KC2HATR-Split-Rating-Aluminium/dp/B01INHB9W4/ref=sr_1_383/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-383
,1.5 tons,45 dB,,,,,,,,B01INHBAMS," 51,000.00",Samsung,"Samsung AR18JV5HBTQ Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR18JV5HBTQ,,Remote Control,Brand Fulfilled,,,White,1520 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JV5HBTQ-Split-Rating-White/dp/B01INHBAMS/ref=sr_1_381_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-381
,1.5 tons,,,,,,,,,B01INHBA00," 33,700.00",Samsung,"Samsung AR18KC2USMC Split AC (1.5 Ton, 2 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",,2 Star Rating,AR18KC2USMC,,Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC2USMC-Split-Rating-Cosmo/dp/B01INHBA00/ref=sr_1_382_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-382
,1.5 tons,45 dB,,,,,,,,B01INHBAMS," 51,000.00",Samsung,"Samsung AR18JV5HBTQ Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR18JV5HBTQ,,Remote Control,Brand Fulfilled,,,White,1520 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JV5HBTQ-Split-Rating-White/dp/B01INHBAMS/ref=sr_1_381/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-381
,1.5 tons,43 dB,,,,,,,,B01INHBFLO," 33,215.00",Samsung,"Samsung AR18KC3JEMC Split AC (1.5 Ton, 3 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR18KC3JEMC,"38,300.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC3JEMC-Split-Rating-Aluminium/dp/B01INHBFLO/ref=sr_1_380/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-380
,1.5 tons,43 dB,,,,,,,,B01INHBFNW," 32,722.00",Samsung,"Samsung AR18KC3UDMC Split AC (1.5 Ton, 3 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR18KC3UDMC,"36,000.00",Remote Control,Brand Fulfilled,#447,"#4,17,310",Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC3UDMC-Split-Rating-Aluminium/dp/B01INHBFNW/ref=sr_1_379_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-379
,1.5 tons,43 dB,,,,,,,,B01INHBFNW," 32,722.00",Samsung,"Samsung AR18KC3UDMC Split AC (1.5 Ton, 3 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR18KC3UDMC,"36,000.00",Remote Control,Brand Fulfilled,#447,"#4,17,310",Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC3UDMC-Split-Rating-Aluminium/dp/B01INHBFNW/ref=sr_1_379/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-379
,1.5 tons,43 dB,,,,,,,,B01INHBFPK," 34,580.00",Samsung,"Samsung AR18KC3HDTR Split AC (1.5 Ton, 3 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR18KC3HDTR,"49,700.00",Remote Control,Brand Fulfilled,#652,"#6,23,761",Grey,,Split,,,http://www.amazon.in/Samsung-AR18KC3HDTR-Split-Rating-Aluminium/dp/B01INHBFPK/ref=sr_1_378/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-378
,1.5 tons,43 dB,,,,,,,,B01INHBFPK," 34,580.00",Samsung,"Samsung AR18KC3HDTR Split AC (1.5 Ton, 3 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR18KC3HDTR,"49,700.00",Remote Control,Brand Fulfilled,#652,"#6,23,761",Grey,,Split,,,http://www.amazon.in/Samsung-AR18KC3HDTR-Split-Rating-Aluminium/dp/B01INHBFPK/ref=sr_1_378_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-378
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBFRS," 34,216.00",Samsung,"Samsung AR18KC3HDWK Split AC (1.5 Ton, 3 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",1 review,3 Star Rating,AR18KC3HDWK,"39,500.00",Remote Control,Brand Fulfilled,,,Plain,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC3HDWK-Split-Rating-Aluminium/dp/B01INHBFRS/ref=sr_1_376/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-376
,1.5 tons,43 dB,"Excellent product ever seen .No noise pollution ,power saving ,immediate cooling ,appears as a prestigious item in the room ,various options in AC are very very useful .",Best AC in Range ...-VERY FAST COOLING-NO NOISE-EASY OPERATING,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INHBFR8," 33,215.00",Samsung,"Samsung AR18KC3JDMC Split AC (1.5 Ton, 3 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",3 reviews,3 Star Rating,AR18KC3JDMC,"38,300.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,3.7 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC3JDMC-Split-Rating-Aluminium/dp/B01INHBFR8/ref=sr_1_377/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-377
,1.5 tons,43 dB,,,,,,,,B01INHBFTG," 34,580.00",Samsung,"Samsung AR18KC3HDTP Split AC (1.5 Ton, 3 Star Rating, Lily Grey, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR18KC3HDTP,"39,900.00",Remote Control,Brand Fulfilled,,,Lily Grey,,Split,,,http://www.amazon.in/Samsung-AR18KC3HDTP-Split-Rating-Aluminium/dp/B01INHBFTG/ref=sr_1_375_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-375
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBFRS," 34,216.00",Samsung,"Samsung AR18KC3HDWK Split AC (1.5 Ton, 3 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",1 review,3 Star Rating,AR18KC3HDWK,"39,500.00",Remote Control,Brand Fulfilled,,,Plain,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC3HDWK-Split-Rating-Aluminium/dp/B01INHBFRS/ref=sr_1_376_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-376
,1.5 tons,43 dB,,,,,,,,B01INHBFUA," 36,036.00",Samsung,"Samsung AR18KC3EDLW Split AC (1.5 Ton, 3 Star Rating, Refined Wine, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR18KC3EDLW,"41,600.00",Remote Control,Brand Fulfilled,,,Refined Wine,,Split,,,http://www.amazon.in/Samsung-AR18KC3EDLW-Rating-Refined-Aluminium/dp/B01INHBFUA/ref=sr_1_374_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-374
,1.5 tons,43 dB,,,,,,,,B01INHBFTG," 34,580.00",Samsung,"Samsung AR18KC3HDTP Split AC (1.5 Ton, 3 Star Rating, Lily Grey, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR18KC3HDTP,"39,900.00",Remote Control,Brand Fulfilled,,,Lily Grey,,Split,,,http://www.amazon.in/Samsung-AR18KC3HDTP-Split-Rating-Aluminium/dp/B01INHBFTG/ref=sr_1_375/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-375
,1.5 tons,43 dB,,,,,,,,B01INHBFUA," 36,036.00",Samsung,"Samsung AR18KC3EDLW Split AC (1.5 Ton, 3 Star Rating, Refined Wine, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR18KC3EDLW,"41,600.00",Remote Control,Brand Fulfilled,,,Refined Wine,,Split,,,http://www.amazon.in/Samsung-AR18KC3EDLW-Rating-Refined-Aluminium/dp/B01INHBFUA/ref=sr_1_374/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-374
,1.5 tons,41 dB,,,,,,,,B01INHA8HG," 34,500.00",Samsung,"Samsung AR18FC3EAPW Split AC (1.5 Ton, 3 Star Rating, Maroon and Wine): Amazon.in: Home & Kitchen",,3 Star Rating,AR18FC3EAPW,,Remote Control,Brand Fulfilled,,,Maroon and Wine,,Split,,,http://www.amazon.in/Samsung-AR18FC3EAPW-Split-Rating-Maroon/dp/B01INHA8HG/ref=sr_1_411/254-6373269-6131749?ie=UTF8&qid=1485082726&s=kitchen&sr=1-411
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBKHS," 39,312.00",Samsung,"Samsung AR18KC5HDTR Split AC (1.5 Ton, 5 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5HDTR,"45,400.00",Remote Control,Brand Fulfilled,,,Grey,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5HDTR-Split-Rating-Aluminium/dp/B01INHBKHS/ref=sr_1_372_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-372
,1.5 tons,,nice,,,,,,,B01INHBKBY," 44,499.00",Samsung,"Samsung AR18KV5HBTQ Split AC (1.5 Ton, 5 Star Rating, Lily Blue): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KV5HBTQ,"51,400.00",Remote Control,Brand Fulfilled,,,Lily Blue,,Split,5.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KV5HBTQ-Split-Star-Rating/dp/B01INHBKBY/ref=sr_1_373/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-373
,1.5 tons,41 dB,I have just purchased this product. It provides effective coolling in the room size of 10*12*11.,Super product i loved it,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INHBKN2," 44,499.00",Samsung,"Samsung AR18KV5HBTR Split AC (1.5 Ton, 5 Star Rating, Blue, Aluminium): Amazon.in: Home & Kitchen",6 reviews,5 Star Rating,AR18KV5HBTR,"51,400.00",Remote Control,Brand Fulfilled,,,Blue,,Split,2.5 out of 5 stars,,http://www.amazon.in/Samsung-AR18KV5HBTR-Split-Rating-Aluminium/dp/B01INHBKN2/ref=sr_1_371_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-371
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBKHS," 39,312.00",Samsung,"Samsung AR18KC5HDTR Split AC (1.5 Ton, 5 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5HDTR,"45,400.00",Remote Control,Brand Fulfilled,,,Grey,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5HDTR-Split-Rating-Aluminium/dp/B01INHBKHS/ref=sr_1_372/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-372
,1.5 tons,41 dB,I have just purchased this product. It provides effective coolling in the room size of 10*12*11.,Super product i loved it,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INHBKN2," 44,499.00",Samsung,"Samsung AR18KV5HBTR Split AC (1.5 Ton, 5 Star Rating, Blue, Aluminium): Amazon.in: Home & Kitchen",6 reviews,5 Star Rating,AR18KV5HBTR,"51,400.00",Remote Control,Brand Fulfilled,,,Blue,,Split,2.5 out of 5 stars,,http://www.amazon.in/Samsung-AR18KV5HBTR-Split-Rating-Aluminium/dp/B01INHBKN2/ref=sr_1_371/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-371
,1.5 tons,43 dB,It is a good product for buy and use,,,,,,,B01INHBKRS," 36,036.00",Samsung,"Samsung AR18KC5UDMC Split AC (1.5 Ton, 5 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5UDMC,"41,600.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,4.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5UDMC-Split-Rating-Aluminium/dp/B01INHBKRS/ref=sr_1_370_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-370
,1.5 tons,43 dB,It is a good product for buy and use,,,,,,,B01INHBKRS," 36,036.00",Samsung,"Samsung AR18KC5UDMC Split AC (1.5 Ton, 5 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5UDMC,"41,600.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,4.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5UDMC-Split-Rating-Aluminium/dp/B01INHBKRS/ref=sr_1_370/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-370
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBLAY," 38,038.00",Samsung,"Samsung AR18KC5JDMC Split AC (1.5 Ton, 5 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5JDMC,"43,900.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5JDMC-Split-Rating-Cosmo/dp/B01INHBLAY/ref=sr_1_368_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-368
,2 tons,42 dB,,,,,,,,B01INHBPYQ," 40,900.00",Samsung,"Samsung AR24FC2TAUR Split AC (2 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,AR24FC2TAUR,,Remote Control,Brand Fulfilled,,,White,,Split,,,http://www.amazon.in/Samsung-AR24FC2TAUR-Split-Rating-White/dp/B01INHBPYQ/ref=sr_1_367_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-367
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBLAY," 38,038.00",Samsung,"Samsung AR18KC5JDMC Split AC (1.5 Ton, 5 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5JDMC,"43,900.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5JDMC-Split-Rating-Cosmo/dp/B01INHBLAY/ref=sr_1_368/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-368
,2 tons,42 dB,,,,,,,,B01INHBPYQ," 40,900.00",Samsung,"Samsung AR24FC2TAUR Split AC (2 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,AR24FC2TAUR,,Remote Control,Brand Fulfilled,,,White,,Split,,,http://www.amazon.in/Samsung-AR24FC2TAUR-Split-Rating-White/dp/B01INHBPYQ/ref=sr_1_367/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-367
,1.5 tons,,,,,,,,,B01INHBA00," 33,700.00",Samsung,"Samsung AR18KC2USMC Split AC (1.5 Ton, 2 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",,2 Star Rating,AR18KC2USMC,,Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC2USMC-Split-Rating-Cosmo/dp/B01INHBA00/ref=sr_1_382/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-382
,1.5 tons,41 dB,,,,,,,,B01INHBQ2M," 51,870.00",Samsung,"Samsung AR18KV5NBWK Split AC (1.5 Ton, 5 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,AR18KV5NBWK,"58,400.00",Remote Control,Brand Fulfilled,,,Plain,,Split,,,http://www.amazon.in/Samsung-AR18KV5NBWK-Split-Rating-Aluminium/dp/B01INHBQ2M/ref=sr_1_366_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-366
,1.5 tons,41 dB,,,,,,,,B01INHBQ2M," 51,870.00",Samsung,"Samsung AR18KV5NBWK Split AC (1.5 Ton, 5 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,AR18KV5NBWK,"58,400.00",Remote Control,Brand Fulfilled,,,Plain,,Split,,,http://www.amazon.in/Samsung-AR18KV5NBWK-Split-Rating-Aluminium/dp/B01INHBQ2M/ref=sr_1_366/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-366
,1.5 tons,43 dB,"Excellent product ever seen .No noise pollution ,power saving ,immediate cooling ,appears as a prestigious item in the room ,various options in AC are very very useful .",Best AC in Range ...-VERY FAST COOLING-NO NOISE-EASY OPERATING,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INHBFR8," 33,215.00",Samsung,"Samsung AR18KC3JDMC Split AC (1.5 Ton, 3 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",3 reviews,3 Star Rating,AR18KC3JDMC,"38,300.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,3.7 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC3JDMC-Split-Rating-Aluminium/dp/B01INHBFR8/ref=sr_1_377_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-377
,1.5 tons,41 dB,Purchased one Samsung Air Conditioner -Model AR 18KV5HBWK during March 2016. Initial  10 days its functions were perfectly all right. Gradually electricity consumption started increasing and now it is almost double. Purchased from Defence Canteen. Many times contacted Samsung Customer Care. Also Canteen authorities. No result as on date. NEVER EXPECTED SUCH IRRESPONSIBLE APPROACH FROM A INTERNATIONAL BRAND. No shortage of calls from Customer Satisfaction Team.Fun is that with out clearing complaints getting SMS confirmation stating that Complaints have been cleared.Reason may be that it is a worst product and beyond repair. Finally moving to consumer Court. Not to buy this product at all.,,Main market se kharida price liya 40000/ 15 emi Kolkata great eastern trading co. se bahut badiya cooling hai hawa ka tez bahut zor hai Sabko kharidna chahiye,,,,,B01INHBQ90," 44,044.00",Samsung,"Samsung AR18KV5HBWK Split AC (1.5 Ton, 5 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",2 reviews,5 Star Rating,AR18KV5HBWK,"59,300.00",Remote Control,Brand Fulfilled,,,Plain,,Split,2.5 out of 5 stars,,http://www.amazon.in/Samsung-AR18KV5HBWK-Split-Rating-Aluminium/dp/B01INHBQ90/ref=sr_1_365_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-365
,1.5 tons,41 dB,Purchased one Samsung Air Conditioner -Model AR 18KV5HBWK during March 2016. Initial  10 days its functions were perfectly all right. Gradually electricity consumption started increasing and now it is almost double. Purchased from Defence Canteen. Many times contacted Samsung Customer Care. Also Canteen authorities. No result as on date. NEVER EXPECTED SUCH IRRESPONSIBLE APPROACH FROM A INTERNATIONAL BRAND. No shortage of calls from Customer Satisfaction Team.Fun is that with out clearing complaints getting SMS confirmation stating that Complaints have been cleared.Reason may be that it is a worst product and beyond repair. Finally moving to consumer Court. Not to buy this product at all.,,Main market se kharida price liya 40000/ 15 emi Kolkata great eastern trading co. se bahut badiya cooling hai hawa ka tez bahut zor hai Sabko kharidna chahiye,,,,,B01INHBQ90," 44,044.00",Samsung,"Samsung AR18KV5HBWK Split AC (1.5 Ton, 5 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",2 reviews,5 Star Rating,AR18KV5HBWK,"59,300.00",Remote Control,Brand Fulfilled,,,Plain,,Split,2.5 out of 5 stars,,http://www.amazon.in/Samsung-AR18KV5HBWK-Split-Rating-Aluminium/dp/B01INHBQ90/ref=sr_1_365/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-365
,1.7 tons,44 dB,,,,,,,,B01INHBW8A," 54,800.00",Samsung,"Samsung AR24JV5HBWK Split AC (1.7 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR24JV5HBWK,,Remote Control,Brand Fulfilled,,,White,1860 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR24JV5HBWK-Split-Rating-White/dp/B01INHBW8A/ref=sr_1_364/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-364
,2 tons,44 dB,,,,,,,,B01INHC0LS," 42,861.00",Samsung,"Samsung AR24KC3HATP Split AC (2 Ton, 3 Star Rating, Lily Grey, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR24KC3HATP,"49,500.00",Remote Control,Brand Fulfilled,,,Lily Grey,,Split,,,http://www.amazon.in/Samsung-AR24KC3HATP-Split-Rating-Aluminium/dp/B01INHC0LS/ref=sr_1_363_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-363
,2 tons,,,,,,,,,B01INHC108," 42,739.00",Samsung,"Samsung AR24KC2JAMC Split AC (2 Ton, 2 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",,2 Star Rating,AR24KC2JAMC,"47,100.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR24KC2JAMC-Split-Rating-Aluminium/dp/B01INHC108/ref=sr_1_362_m/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-362
,2 tons,44 dB,,,,,,,,B01INHC0LS," 42,861.00",Samsung,"Samsung AR24KC3HATP Split AC (2 Ton, 3 Star Rating, Lily Grey, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR24KC3HATP,"49,500.00",Remote Control,Brand Fulfilled,,,Lily Grey,,Split,,,http://www.amazon.in/Samsung-AR24KC3HATP-Split-Rating-Aluminium/dp/B01INHC0LS/ref=sr_1_363/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-363
,2 tons,,,,,,,,,B01INHC108," 42,739.00",Samsung,"Samsung AR24KC2JAMC Split AC (2 Ton, 2 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",,2 Star Rating,AR24KC2JAMC,"47,100.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR24KC2JAMC-Split-Rating-Aluminium/dp/B01INHC108/ref=sr_1_362/255-6690463-6385420?ie=UTF8&qid=1485082724&s=kitchen&sr=1-362
